,index_m,index_a,Unnamed: 0,estimated_distance,date,n_dispersion,dispersion_length,chisq,dof,energy,model_field_line_length_idl,TIME,GSM_X,GSM_Y,GSM_Z,MLT_x,L,STORM_PHASE,BX_GSM,DIST,BETA,datetime_str,KP,SW_P,DST,IMF_BY,IMF_BZ,direction,p_value,region,index_x,location,direction_et,dispersion_time,Start_time_x,Duration_datetime_x,End_time_x,BeforePeriod,AfterPeriod,overlap,Full list Index,Event Time,Duration,DIP,LANL,Max E,Min E,Flow Dir,GSM-x,GSM-y,GSM-z,RE,Dipole L,MLT_y,Blasma,AE,Unnamed: 16,Comments,max_v,min_v,mean_E,estimated_distance_m,Start_time_y,Duration_datetime_y,End_time_y,direction_m,index_auto,index_y,good_fit
25,23.0,1208.0,1208.0,9.083828511226928,2016-08-03,15.0,5.0,4.017173123638613,3.0,816.2233154296875,8.129465301632106,1470218580.0,-7.995098457095223,2.3769589251428784,-0.6982371569806141,22.834858022833238,9.35085129990323,2.0,-77.57527008056641,8.370213107366519,0.25945821118006923,2016-08-03 09:59:00,2.0,3.890000009536743,-45.3,4.578000020980835,-14.604000091552734,PARA,0.2596157039475105,BL,1208.0,south,outward,10.0,2016-08-03 09:59:00,0 days 00:10:00.000000000,2016-08-03 10:09:00,True,False,False,305.0,2016-08-03/09:50:00,23.0,Y,Y,14400.0,69.0,3.0,-8.1577988,2.567422,-0.8094923,8.590495599999999,9.605113099999999,22.771093,,,,,418.1816241778766,28.947312153581567,7234.5,6.72894704548892,2016-08-03 09:50:00,0 days 00:23:00.000000000,2016-08-03 10:13:00,PARA,"[454, 1208]",23.0,False
27,25.0,1392.0,1392.0,9.859808158257248,2016-08-09,8.0,4.0,12.18879551749233,2.0,1718.9838790893555,7.540837703197278,1470736440.0,-7.300826646654423,2.4832617615430994,-0.6992600393953123,22.691209763313214,8.489046804921013,4.0,-74.83790016174315,7.7432983558329775,0.18577181756487235,2016-08-09 09:51:00,2.0,,-16.0,,,PARA,0.002255468067690836,BL,1392.0,south,outward,8.0,2016-08-09 09:51:00,0 days 00:08:00.000000000,2016-08-09 09:59:00,True,False,False,870.0,2016-08-09/09:42:00,16.0,N,Y,24000.0,133.0,3.0,-7.4620235,2.6798101,-0.81451015,7.9703577999999995,8.755070800000002,22.623628,,,,,539.8701553769615,40.1892146397705,12066.5,6.535566531379912,2016-08-09 09:42:00,0 days 00:16:00.000000000,2016-08-09 09:58:00,PARA,[1392],25.0,False
28,26.0,2310.0,2310.0,17.5757514433371,2016-08-12,3.0,5.0,4.017589884873175,3.0,3059.410302734375,11.904384614694411,1470971820.0,-8.370952671493736,7.963695207735671,-2.3130011485973325,21.02686181387086,12.702327909793098,4.0,-24.65246276855469,11.783211067941945,0.4626527703635957,2016-08-12 03:13:00,2.0,,-29.1,,,PARA,0.2595709938506834,BL,2310.0,south,outward,10.0,2016-08-12 03:13:00,0 days 00:10:00.000000000,2016-08-12 03:23:00,True,False,False,948.0,2016-08-12/03:02:00,28.0,Y,Y,24400.0,482.0,3.0,-8.3120003,8.1038561,-2.2973624,11.833836999999999,12.758356,20.976429,,,,,544.3504824508965,76.50806499137062,12441.0,23.447765883038393,2016-08-12 03:02:00,0 days 00:28:00.000000000,2016-08-12 03:30:00,PARA,"[2310, 2850]",26.0,False
29,26.0,2850.0,2850.0,34.08067133734652,2016-08-12,2.0,4.0,1.729058478441553,2.0,10808.357666015623,11.953805456148073,1470971160.0,-8.327518766764952,8.068753756973202,-2.3015011055851877,20.98924810595151,12.74457429720098,4.0,-24.28362369537353,11.821580687996821,0.3541212259575449,2016-08-12 03:03:00,2.0,,-28.625,,,PARA,0.4212498138474712,BL,2850.0,south,outward,8.0,2016-08-12 03:03:00,0 days 00:08:00.000000000,2016-08-12 03:11:00,True,False,False,948.0,2016-08-12/03:02:00,28.0,Y,Y,24400.0,482.0,3.0,-8.3120003,8.1038561,-2.2973624,11.833836999999999,12.758356,20.976429,,,,,544.3504824508965,76.50806499137062,12441.0,23.447765883038393,2016-08-12 03:02:00,0 days 00:28:00.000000000,2016-08-12 03:30:00,PARA,"[2310, 2850]",26.0,False
30,27.0,1232.0,1232.0,9.179040987732163,2016-08-12,8.0,5.0,4.019955160168829,3.0,816.2233154296875,10.717016896344713,1470981660.0,-8.579225745902963,6.0440444341468655,-2.224552386613896,21.60052993129309,11.658341241158235,4.0,-27.890258026123053,10.727678101876826,0.2939700373614025,2016-08-12 05:57:00,2.0,1.698000001907349,-23.5,3.8980000019073486,-0.5289999902248382,PARA,0.2593173799115445,BL,1232.0,south,outward,10.0,2016-08-12 05:57:00,0 days 00:10:00.000000000,2016-08-12 06:07:00,True,False,False,704.0,2016-08-12/05:39:00,49.0,Y,Y,25600.0,66.0,3.0,-8.603665199999998,6.337728500000001,-2.2785194,10.922618,11.84945,21.521959,,,,,557.5754989038354,28.311029791117594,12833.0,13.748011647526539,2016-08-12 05:39:00,0 days 00:49:00.000000000,2016-08-12 06:28:00,PARA,"[1232, 2158, 3920, 4519]",27.0,False
31,27.0,2158.0,2158.0,17.43805343607138,2016-08-12,7.0,4.0,1.7340865039982158,2.0,2883.5558471679688,10.848266081660993,1470980880.0,-8.595960901520826,6.2174354733136905,-2.257109468662496,21.55342673597796,11.774816175661556,4.0,-27.013529300689697,10.846295843904024,0.2514402468178829,2016-08-12 05:45:00,2.0,1.584999978542328,-28.5,2.951249957084656,-0.20125000178813932,PARA,0.4201921165219616,BL,2158.0,south,outward,8.0,2016-08-12 05:45:00,0 days 00:08:00.000000000,2016-08-12 05:53:00,True,False,False,704.0,2016-08-12/05:39:00,49.0,Y,Y,25600.0,66.0,3.0,-8.603665199999998,6.337728500000001,-2.2785194,10.922618,11.84945,21.521959,,,,,557.5754989038354,28.311029791117594,12833.0,13.748011647526539,2016-08-12 05:39:00,0 days 00:49:00.000000000,2016-08-12 06:28:00,PARA,"[1232, 2158, 3920, 4519]",27.0,False
34,28.0,1986.0,1986.0,14.179168232891278,2016-08-13,11.0,8.0,8.253980105650216,6.0,2129.5304985046387,8.475028845825133,1471077480.0,-7.664421049209364,3.71273652690822,-1.3519083622119972,22.21584294975664,9.421074796204296,4.0,-49.38043594360352,8.623146747288752,0.2679941463631854,2016-08-13 08:31:00,2.0,0.9475000003973644,-16.75,1.8358333110809324,-1.0175000031789143,PARA,0.2200803672487207,BL,1986.0,south,outward,16.0,2016-08-13 08:31:00,0 days 00:16:00.000000000,2016-08-13 08:47:00,True,False,False,712.0,2016-08-13/08:29:00,22.0,Y,N,13400.0,143.0,3.0,-7.7446069,3.8567186,-1.4256376,8.768446699999998,9.5835028,22.173793,,,,,403.40018976891804,41.67270749910569,6771.5,9.618031470891847,2016-08-13 08:29:00,0 days 00:22:00.000000000,2016-08-13 08:51:00,PARA,[1986],28.0,False
35,29.0,472.0,472.0,4.658556754260852,2016-08-15,7.0,4.0,1.732819511847064,2.0,205.24458503723145,8.532929082210432,1471249320.0,-7.562203784127654,3.962659441628873,-1.4646955072151313,22.098911501681002,9.423565442710778,0.0,-48.641334533691406,8.662316363532549,0.3411133480674839,2016-08-15 08:19:00,2.0,1.3925000429153445,-4.625,2.8962499499320984,-3.23375004529953,PARA,0.4204583909117516,BL,472.0,south,outward,8.0,2016-08-15 08:19:00,0 days 00:08:00.000000000,2016-08-15 08:27:00,True,False,False,734.0,2016-08-15/07:37:00,46.0,Y,N,13400.0,69.0,3.0,-7.8890795,4.6934188,-1.8013778999999999,9.3547163,10.181809,21.894491,,,,,403.40018976891804,28.947312153581567,6734.5,13.49466800138961,2016-08-15 07:37:00,0 days 00:46:00.000000000,2016-08-15 08:23:00,PARA,"[472, 1882, 4415]",29.0,False
36,29.0,1882.0,1882.0,13.165988320451481,2016-08-15,6.0,4.0,1.336929396307898,2.0,2570.4457397460933,9.187676368038789,1471246920.0,-7.859650105087375,4.617711170328938,-1.7692111816790743,21.9151344704314,10.10771877298452,0.0,-44.57009315490723,9.285911413288966,0.2480507846713225,2016-08-15 07:39:00,2.0,1.371250003576279,-6.125,3.837499976158142,-2.6274999976158138,PARA,0.5124948083068042,BL,1882.0,south,outward,8.0,2016-08-15 07:39:00,0 days 00:08:00.000000000,2016-08-15 07:47:00,True,False,False,734.0,2016-08-15/07:37:00,46.0,Y,N,13400.0,69.0,3.0,-7.8890795,4.6934188,-1.8013778999999999,9.3547163,10.181809,21.894491,,,,,403.40018976891804,28.947312153581567,6734.5,13.49466800138961,2016-08-15 07:37:00,0 days 00:46:00.000000000,2016-08-15 08:23:00,PARA,"[472, 1882, 4415]",29.0,False
38,30.0,2011.0,2011.0,15.483450942844641,2016-08-24,5.0,6.0,5.668320243455857,4.0,2664.692901611328,8.127878919664218,1472024760.0,-6.713196069623972,4.385409847898323,-1.6066093693950834,21.75721254795539,8.718970112451624,3.0,-62.70688819885254,8.178142551820555,0.321350525871087,2016-08-24 07:41:00,2.0,3.049999952316284,-27.66666666666667,-7.796666781107586,2.466666698455811,PARA,0.2253253966141289,BL,2011.0,south,outward,12.0,2016-08-24 07:41:00,0 days 00:12:00.000000000,2016-08-24 07:53:00,True,False,False,484.0,2016-08-24/07:41:00,33.0,Y,N,13700.0,66.0,3.0,-6.749193099999999,4.4754266,-1.6488483,8.2643664,8.815342999999999,21.731388,,,,,407.8908682649483,28.311029791117594,6883.0,9.444253922180453,2016-08-24 07:41:00,0 days 00:33:00.000000000,2016-08-24 08:14:00,PARA,[2011],30.0,False
39,31.0,2035.0,2035.0,16.745380937235392,2016-09-01,3.0,6.0,3.339391718008258,4.0,2260.558990478516,11.401689516325796,1472698680.0,-6.067368654541781,8.903464825217139,-2.61397806158848,20.288908231527888,11.709149305660072,2.0,-28.46999168395996,11.086874250540042,0.4727068841213296,2016-09-01 02:53:00,2.0,3.0091666380564366,-23.25,5.153333266576131,-4.0674999952316275,PARA,0.5027152846841005,BL,2035.0,south,outward,12.0,2016-09-01 02:53:00,0 days 00:12:00.000000000,2016-09-01 03:05:00,True,False,False,422.0,2016-09-01/02:50:00,13.0,Y,N,12900.0,248.0,3.0,-6.0372899,8.9975147,-2.6136054,11.146078999999999,11.773044,20.259377999999998,,,,,395.8025192673428,54.8794233590608,6574.0,7.791700038023691,2016-09-01 02:50:00,0 days 00:13:00.000000000,2016-09-01 03:03:00,PARA,[2035],31.0,False
40,32.0,1841.0,1841.0,13.15869034353735,2016-09-03,7.0,6.0,5.1585999713904815,4.0,3042.9794006347656,10.189742229952627,1472922960.0,-0.7941328969822378,9.136699737910288,-4.574542411932123,17.767773851591066,12.832962881181645,3.0,-1.6366100410620372,10.248848722974834,0.15652863249541346,2016-09-03 17:11:00,2.0,2.034166653951009,-38.583333333333336,3.5966665744781494,-1.0158333530028658,PARA,0.2714078143854167,BL,1841.0,south,outward,12.0,2016-09-03 17:11:00,0 days 00:12:00.000000000,2016-09-03 17:23:00,True,False,False,657.0,2016-09-03/17:09:00,16.0,N,Y,24400.0,259.0,3.0,-0.7175081,9.0432163,-4.6033818,10.172792,12.793768,17.730032,,,,,544.3504824508965,56.08330271000409,12329.5,9.410914884865447,2016-09-03 17:09:00,0 days 00:16:00.000000000,2016-09-03 17:25:00,PARA,[1841],32.0,False
41,33.0,1314.0,1314.0,9.462226720090667,2016-09-04,2.0,4.0,1.336972069222878,2.0,1327.6753845214846,11.71758641692379,1472954640.0,-5.462941451757376,9.562130304231623,-2.6116731950458134,19.984477088919785,11.934486535481426,3.0,-21.310066699981693,11.318101480203355,0.30955638101363314,2016-09-04 02:01:00,2.0,2.6837499141693115,-25.25,0.8212499879300594,3.740000009536743,PARA,0.5124838735997673,BL,1314.0,south,outward,8.0,2016-09-04 02:01:00,0 days 00:08:00.000000000,2016-09-04 02:09:00,True,False,False,412.0,2016-09-04/01:51:00,16.0,Y,Y,23400.0,248.0,3.0,-5.3968355,9.692186,-2.6095092,11.39965,12.0274,19.936826,,,,adjust start time,533.0790654772292,54.8794233590608,11824.0,9.208080462912351,2016-09-04 01:51:00,0 days 00:16:00.000000000,2016-09-04 02:07:00,PARA,"[1314, 1511, 4626]",33.0,False
42,33.0,1511.0,1511.0,11.94161245011408,2016-09-04,1.0,4.0,3.3501075661843367,2.0,4057.1864624023438,11.783951414423408,1472954160.0,-5.421815410563006,9.646945535386852,-2.6103137083265517,19.954533546946003,11.993281152296335,3.0,-21.71333932876587,11.369867621487248,0.29348420193923763,2016-09-04 01:53:00,2.0,2.4337499737739563,-29.0,2.313750028610229,2.521250009536743,PARA,0.18729810573977698,BL,1511.0,south,outward,8.0,2016-09-04 01:53:00,0 days 00:08:00.000000000,2016-09-04 02:01:00,True,False,False,412.0,2016-09-04/01:51:00,16.0,Y,Y,23400.0,248.0,3.0,-5.3968355,9.692186,-2.6095092,11.39965,12.0274,19.936826,,,,adjust start time,533.0790654772292,54.8794233590608,11824.0,9.208080462912351,2016-09-04 01:51:00,0 days 00:16:00.000000000,2016-09-04 02:07:00,PARA,"[1314, 1511, 4626]",33.0,False
44,34.0,646.0,646.0,6.190616329208788,2016-09-04,9.0,5.0,6.221250017108736,3.0,1802.1601806640624,8.249353048552702,1472970540.0,-5.817006665389612,5.401026684831005,-1.9211998620387365,21.15955354799572,8.548200411749832,3.0,-59.55670776367187,8.167071016741989,0.12840901038383973,2016-09-04 06:25:00,2.0,2.4362499713897705,-40.1,2.5519999980926515,3.1890000820159914,PARA,0.1013283137435662,BL,646.0,south,outward,10.0,2016-09-04 06:25:00,0 days 00:10:00.000000000,2016-09-04 06:35:00,True,False,False,274.0,2016-09-04/06:20:00,15.0,Y,N,24400.0,139.0,3.0,-5.8494743,5.5797112,-1.987297,8.3245947,8.7209233,21.11011,,,,,544.3504824508965,41.08573863919486,12269.5,6.270781464798405,2016-09-04 06:20:00,0 days 00:15:00.000000000,2016-09-04 06:35:00,PARA,[646],34.0,False
46,36.0,2669.0,2669.0,24.389908510408677,2016-09-05,20.0,4.0,1.734193102002475,2.0,5582.698303222656,12.242600314437935,1473109320.0,-2.9556775311917947,11.026250902842795,-3.2441978485063463,18.78709165477932,13.157092139289178,3.0,-3.6920032501220703,11.867589034016365,0.284283897531015,2016-09-05 20:59:00,2.0,1.3300000429153442,-27.0,2.1462499797344208,0.2687499970197677,PARA,0.420169721298275,BL,2669.0,south,outward,8.0,2016-09-05 20:59:00,0 days 00:08:00.000000000,2016-09-05 21:07:00,True,False,False,1061.0,2016-09-05/20:56:00,46.0,Y,N,23400.0,256.0,3.0,-2.9015401,11.014272,-3.2760217999999997,11.851811,13.166638,18.763548999999998,,,,,533.0790654772292,55.75754989038354,11828.0,26.946311922169834,2016-09-05 20:56:00,0 days 00:46:00.000000000,2016-09-05 21:42:00,PARA,"[2669, 4597]",36.0,False
48,37.0,1178.0,1178.0,9.060144566235703,2016-09-08,10.0,4.0,1.734183692846356,2.0,769.3042831420897,9.375347824302176,1473310800.0,-5.504376955170119,6.960073603672079,-2.3280771098737816,20.606229393708936,9.589592563457582,4.0,-38.57272148132324,9.173955546746662,0.2774485207785652,2016-09-08 04:57:00,2.0,2.2925000786781307,-11.625,2.7387498915195465,-5.426249980926514,PARA,0.4201716980241771,BL,1178.0,south,outward,8.0,2016-09-08 04:57:00,0 days 00:08:00.000000000,2016-09-08 05:05:00,True,False,False,899.0,2016-09-08/04:39:00,33.0,Y,,13100.0,133.0,3.0,-5.4903726,7.335199799999999,-2.4058173,9.4729776,9.9094543,20.505843,,,,,398.8589547662993,40.1892146397705,6616.5,13.874114384007688,2016-09-08 04:39:00,0 days 00:33:00.000000000,2016-09-08 05:12:00,PARA,"[1178, 2414, 4733]",37.0,False
49,37.0,2414.0,2414.0,18.34912882627333,2016-09-08,9.0,4.0,1.336935307724791,2.0,4976.497436523438,9.663715123131396,1473309720.0,-5.493056741353952,7.286372751359523,-2.3964349210479505,20.518913663602703,9.868298921066732,4.0,-39.815665245056145,9.434431572223598,0.3602239344285828,2016-09-08 04:39:00,2.0,2.596249938011169,-14.125,-1.502499986439943,-5.471249938011169,PARA,0.5124932935238091,BL,2414.0,south,outward,8.0,2016-09-08 04:39:00,0 days 00:08:00.000000000,2016-09-08 04:47:00,True,False,False,899.0,2016-09-08/04:39:00,33.0,Y,,13100.0,133.0,3.0,-5.4903726,7.335199799999999,-2.4058173,9.4729776,9.9094543,20.505843,,,,,398.8589547662993,40.1892146397705,6616.5,13.874114384007688,2016-09-08 04:39:00,0 days 00:33:00.000000000,2016-09-08 05:12:00,PARA,"[1178, 2414, 4733]",37.0,False
52,39.0,3929.0,3929.0,13.05190880391033,2017-08-02,3.0,4.0,1.3384332332182909,2.0,2570.4457397460933,7.821078466072532,1501666200.0,-6.896921968141924,-0.9382120696308172,3.344847253228464,0.4755500468145093,8.055902473295584,0.0,59.67262077331543,7.722485486013025,0.6239907722473567,2017-08-02 09:27:00,2.0,1.649999976158142,4.5,-3.40625,0.7012499943375587,ANTI,0.5121095988434473,BL,3929.0,north,outward,8.0,2017-08-02 09:27:00,0 days 00:08:00.000000000,2017-08-02 09:35:00,True,False,False,1441.0,2017-08-02/09:24:00,12.0,Y,N,14100.0,257.0,1.0,-7.069195,-0.89560664,3.375235,7.884655400000001,8.2176416,0.44425849,,,,,413.80263833343605,55.866345213133975,7178.5,7.290817520173593,2017-08-02 09:24:00,0 days 00:12:00.000000000,2017-08-02 09:36:00,ANTI,[3929],39.0,False
54,41.0,4066.0,4066.0,16.7389596766865,2017-08-24,6.0,6.0,3.3393820547165984,4.0,2260.558990478516,15.757914649919774,1503588000.0,-11.944645138984955,5.04787591157261,2.2097783911373083,22.478387048696327,13.426882772745811,0.0,3.6594690481821694,13.154482039911025,2.4425335082827053,2017-08-24 15:15:00,2.0,1.7779999971389768,-14.916666666666664,-2.7891666690508523,1.0675000001986819,ANTI,0.5027168038079604,PS,4066.0,north,outward,12.0,2017-08-24 15:15:00,0 days 00:12:00.000000000,2017-08-24 15:27:00,True,False,False,583.0,2017-08-24/15:09:00,17.0,N,Y,24300.0,257.0,1.0,-12.10212,5.2152265,2.1571521000000002,13.353396,13.640026,22.449192,,,,,543.2338649008169,55.866345213133975,12278.5,9.958332844898294,2017-08-24 15:09:00,0 days 00:17:00.000000000,2017-08-24 15:26:00,ANTI,"[2473, 4066]",41.0,False
57,42.0,4411.0,4411.0,23.92904490252048,2017-08-30,6.0,4.0,4.010955067415297,2.0,6756.328918457031,10.632916058681552,1504079760.0,-9.408256838957982,3.9302849710444314,1.705394693601037,22.496952125342542,10.503261548322946,0.0,29.16683101654053,10.33785556894805,0.7467703362929244,2017-08-30 07:53:00,2.0,1.8249999582767489,-7.0,-2.0612499713897705,0.5575000047683716,ANTI,0.13459600621664758,BL,4411.0,north,outward,8.0,2017-08-30 07:53:00,0 days 00:08:00.000000000,2017-08-30 08:01:00,True,False,False,652.0,2017-08-30/07:53:00,21.0,Y,N,24400.0,493.0,4.0,-9.458679400000001,3.9761474000000003,1.7052054,10.401158,10.568355,22.488145000000003,,,,,544.3504824508965,77.37615746056865,12446.5,17.818423020797837,2017-08-30 07:53:00,0 days 00:21:00.000000000,2017-08-30 08:14:00,ANTI,"[2477, 2893, 4411]",42.0,False
58,43.0,4223.0,4223.0,17.46877865489518,2017-09-02,4.0,4.0,1.7340553610672582,2.0,2883.5558471679688,9.774821633779263,1504323600.0,-8.815521813477236,3.5307718655204194,2.152243365711016,22.537764399551627,10.321622050602134,4.0,57.043612480163574,9.73716595503348,0.2931849173227551,2017-09-02 03:37:00,2.0,2.9899999499320984,-13.125,4.487500071525575,-3.890000104904175,ANTI,0.4201986595799409,BL,4223.0,north,outward,8.0,2017-09-02 03:37:00,0 days 00:08:00.000000000,2017-09-02 03:45:00,True,False,False,1357.0,2017-09-02/03:35:00,13.0,Y,Y,13400.0,257.0,1.0,-8.9046019,3.6136013999999994,2.1679904999999997,9.8514077,10.432263,22.520694,,,,,403.40018976891804,55.866345213133975,6828.5,7.9303035103106305,2017-09-02 03:35:00,0 days 00:13:00.000000000,2017-09-02 03:48:00,ANTI,[4223],43.0,False
59,44.0,3697.0,3697.0,10.92075742549418,2017-09-13,6.0,8.0,6.063057471420058,6.0,943.3835029602052,8.893264642953168,1505294160.0,-7.35778430918137,4.019872137986267,0.7679336993619964,22.0898107540493,8.482757756223357,4.0,31.642889976501465,8.419595380587001,1.3582876407824405,2017-09-13 09:09:00,2.0,3.375,-16.5,0.700000010430813,0.9068750170990828,ANTI,0.4161635717069887,PS,3697.0,north,outward,16.0,2017-09-13 09:09:00,0 days 00:16:00.000000000,2017-09-13 09:25:00,True,False,False,1344.0,2017-09-13/09:02:00,31.0,N,Y,24400.0,133.0,1.0,-7.6042977,4.3322505,0.72132858,8.781460699999998,8.8451209,22.020259,,,,,544.3504824508965,40.1892146397705,12266.5,12.654283214784664,2017-09-13 09:02:00,0 days 00:31:00.000000000,2017-09-13 09:33:00,ANTI,[3697],44.0,False
60,45.0,663.0,663.0,6.4262259123141,2017-10-11,1.0,4.0,4.010034666029233,2.0,480.8931198120117,15.43712139459894,1507702920.0,-6.172650420650674,12.146115568637084,-1.2674985092502071,19.824115608684608,13.682628369091038,2.0,-15.757065296173096,13.683451584082125,4.698786458283619,2017-10-11 06:19:00,2.0,4.771250009536743,-34.0,2.442499965429306,-4.988750100135802,PARA,0.1346579616468604,PS,663.0,south,outward,8.0,2017-10-11 06:19:00,0 days 00:08:00.000000000,2017-10-11 06:27:00,True,False,False,845.0,2017-10-11/05:17:00,68.0,Y,N,24400.0,133.0,3.0,-6.1822607000000005,13.395807000000001,-0.92254935,14.782391,14.817075,19.65338,,,,,544.3504824508965,40.1892146397705,12266.5,27.757782535656688,2017-10-11 05:17:00,0 days 01:08:00.000000000,2017-10-11 06:25:00,PARA,"[663, 4534]",45.0,False
